league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,PF,Rk,W,D,L,GF,GA,GD,Pts/MP,PF_next_1_years
1 Bundesliga,Hamburger SV,2009,30.45,5.075,25.0,0.0,0.0,0.0,0,6.0,6.0,29.0,1,5.45,1.817,25.667,3,19.0,9.5,22.0,2,8.5,1.7,23.2,0.0,0.0,0.0,0,1.0,1.0,24.0,1,7.25,3.625,25.5,2,0.25,0.125,20.5,2,1,7,13,13,8,56,41,15,1.53,1
1 Bundesliga,SC Freiburg,2009,3.15,0.788,23.75,0.0,0.0,0.0,0,0.75,0.375,23.0,2,0.9,0.9,25.0,1,1.5,1.5,24.0,1,0.445,0.111,22.0,0.0,0.0,0.0,0,0.405,0.135,22.333,3,0.04,0.04,21.0,1,0.0,0.0,0.0,0,1,14,9,8,17,35,59,-24,1.03,1
1 Bundesliga,TSG 1899 Hoffenheim,2009,16.25,4.062,23.0,0.0,0.0,0.0,0,7.15,3.575,25.5,2,4.6,4.6,18.0,1,4.5,4.5,23.0,1,0.225,0.112,23.0,0.2,0.2,25.0,1,0.0,0.0,0.0,0,0.025,0.025,21.0,1,0.0,0.0,0.0,0,1,11,11,9,14,44,42,2,1.24,1
1 Bundesliga,VfL Wolfsburg,2009,27.3,5.46,24.2,0.0,0.0,0.0,0,5.0,5.0,24.0,1,10.7,5.35,26.0,2,11.6,5.8,22.5,2,3.4,1.133,26.667,0.0,0.0,0.0,0,2.5,1.25,27.5,2,0.9,0.9,25.0,1,0.0,0.0,0.0,0,1,8,14,8,12,64,58,6,1.47,2
1 Bundesliga,1.FC Nuremberg,2009,0.45,0.15,22.0,0.0,0.0,0.0,0,0.15,0.15,19.0,1,0.25,0.25,27.0,1,0.05,0.05,20.0,1,2.35,0.47,25.0,0.0,0.0,0.0,0,0.55,0.275,22.5,2,1.6,0.8,25.5,2,0.2,0.2,29.0,1,2,16,8,7,19,32,58,-26,0.91,0
1 Bundesliga,Hannover 96,2009,2.05,0.41,25.8,0.0,0.0,0.0,0,0.7,0.35,25.0,2,0.3,0.3,28.0,1,1.05,0.525,25.5,2,0.8,0.267,24.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8,0.267,24.333,3,0.0,0.0,0.0,0,2,15,9,6,19,43,67,-24,0.97,0
1 Bundesliga,Hertha BSC,2009,4.51,0.644,25.714,0.0,0.0,0.0,0,1.01,0.337,23.0,3,0.2,0.2,27.0,1,3.3,1.1,28.0,3,8.55,1.425,25.0,0.0,0.0,0.0,0,7.45,2.483,28.0,3,0.0,0.0,0.0,0,1.1,0.367,22.0,3,2,18,5,9,20,34,56,-22,0.71,2
1 Bundesliga,VfL Bochum,2009,2.1,0.525,24.25,0.0,0.0,0.0,0,0.4,0.4,27.0,1,0.9,0.45,23.0,2,0.8,0.8,24.0,1,0.25,0.25,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.25,0.25,30.0,1,0.0,0.0,0.0,0,2,17,6,10,18,33,64,-31,0.82,2
1 Bundesliga,1.FC Nuremberg,2010,1.15,0.383,22.333,0.0,0.0,0.0,0,0.4,0.4,27.0,1,0.0,0.0,0.0,0,0.75,0.375,20.0,2,2.75,0.917,22.333,0.0,0.0,0.0,0,2.75,0.917,22.333,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,6,13,8,13,47,45,2,1.38,1
1 Bundesliga,1.FSV Mainz 05,2010,3.8,0.475,22.125,0.0,0.0,0.0,0,0.4,0.4,24.0,1,1.45,0.483,21.0,3,1.95,0.488,22.5,4,5.12,2.56,23.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.12,0.12,22.0,1,5.0,5.0,25.0,1,0,5,18,4,12,52,39,13,1.71,1
1 Bundesliga,Bayer 04 Leverkusen,2010,5.7,1.425,20.25,0.0,0.0,0.0,0,2.4,2.4,21.0,1,0.5,0.5,19.0,1,2.8,1.4,20.5,2,6.55,1.638,27.5,0.0,0.0,0.0,0,0.4,0.4,34.0,1,0.15,0.15,20.0,1,6.0,3.0,28.0,2,0,2,20,8,6,64,44,20,2.0,0
1 Bundesliga,Bayern Munich,2010,17.0,17.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,17.0,17.0,23.0,1,0.0,0.0,0.0,0,6.0,3.0,27.5,0.0,0.0,0.0,0,3.0,3.0,30.0,1,3.0,3.0,25.0,1,0.0,0.0,0.0,0,0,3,19,8,7,81,40,41,1.91,0
1 Bundesliga,Borussia Dortmund,2010,5.25,2.625,21.0,0.5,0.5,21.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.75,4.75,21.0,1,4.3,0.717,24.667,0.3,0.3,34.0,1,0.1,0.1,24.0,1,0.2,0.1,18.5,2,3.7,1.85,26.5,2,0,1,23,6,5,67,22,45,2.21,0
1 Bundesliga,Hannover 96,2010,1.0,1.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,24.0,1,0.55,0.55,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.55,0.55,24.0,1,0,4,19,3,12,49,45,4,1.76,1
1 Bundesliga,1. FC Köln,2010,4.6,0.575,22.625,0.1,0.1,21.0,1,0.4,0.2,25.0,2,1.1,0.367,21.667,3,3.0,1.5,22.5,2,0.05,0.05,24.0,0.05,0.05,24.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,10,13,5,16,47,62,-15,1.29,2
1 Bundesliga,1.FC Kaiserslautern,2010,4.6,0.511,23.111,0.0,0.0,0.0,0,2.1,0.7,23.667,3,1.05,0.35,22.333,3,1.45,0.483,23.333,3,0.1,0.1,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.1,0.1,22.0,1,1,7,13,7,14,48,51,-3,1.35,2
1 Bundesliga,FC Schalke 04,2010,36.1,4.011,23.778,0.0,0.0,0.0,0,6.1,1.22,23.0,5,13.0,6.5,24.0,2,17.0,8.5,25.5,2,20.05,2.005,23.3,0.0,0.0,0.0,0,15.9,3.18,23.8,5,3.45,0.862,22.5,4,0.7,0.7,24.0,1,1,14,11,7,16,38,44,-6,1.18,0
1 Bundesliga,Hamburger SV,2010,15.2,5.067,23.0,0.0,0.0,0.0,0,9.7,4.85,23.0,2,5.5,5.5,23.0,1,0.0,0.0,0.0,0,15.55,3.888,21.25,0.0,0.0,0.0,0,12.5,12.5,21.0,1,0.0,0.0,0.0,0,3.05,1.017,21.333,3,1,8,12,9,13,46,52,-6,1.32,2
1 Bundesliga,SC Freiburg,2010,1.45,0.483,23.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2,0.2,23.0,1,1.25,0.625,24.0,2,0.21,0.105,21.5,0.01,0.01,20.0,1,0.2,0.2,23.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,9,13,5,16,41,50,-9,1.29,1
1 Bundesliga,SV Werder Bremen,2010,16.24,3.248,20.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.84,2.613,20.333,3,8.4,4.2,21.5,2,21.5,3.071,24.0,0.0,0.0,0.0,0,0.05,0.05,21.0,1,18.2,9.1,23.5,2,3.25,0.812,25.0,4,1,13,10,11,13,47,61,-14,1.21,1
1 Bundesliga,TSG 1899 Hoffenheim,2010,22.45,3.207,20.143,0.0,0.0,0.0,0,0.25,0.25,21.0,1,9.2,4.6,20.0,2,13.0,3.25,20.0,4,45.4,5.675,23.875,0.0,0.0,0.0,0,0.5,0.25,27.5,2,37.7,12.567,21.667,3,7.2,2.4,23.667,3,1,11,11,10,13,50,50,0,1.26,1
1 Bundesliga,VfB Stuttgart,2010,13.1,1.871,26.857,0.3,0.3,34.0,1,7.4,3.7,25.0,2,2.6,1.3,27.5,2,2.8,1.4,24.5,2,20.5,3.417,22.167,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0,4.0,22.4,5,0.5,0.5,21.0,1,1,12,12,6,16,60,59,1,1.24,0
1 Bundesliga,Borussia Mönchengladbach,2010,7.0,1.75,26.75,0.0,0.0,0.0,0,3.0,1.0,26.667,3,0.0,0.0,0.0,0,4.0,4.0,27.0,1,2.0,0.667,25.667,0.02,0.02,21.0,1,0.0,0.0,0.0,0,0.18,0.18,27.0,1,1.8,1.8,29.0,1,2,16,10,6,18,48,65,-17,1.06,0
1 Bundesliga,Eintracht Frankfurt,2010,2.45,0.817,23.667,0.0,0.0,0.0,0,1.2,1.2,22.0,1,0.25,0.25,19.0,1,1.0,1.0,30.0,1,1.15,0.164,23.143,0.0,0.0,0.0,0,0.25,0.083,23.667,3,0.05,0.05,29.0,1,0.85,0.283,20.667,3,2,17,9,7,18,31,49,-18,1.0,2
1 Bundesliga,FC St. Pauli,2010,0.2,0.1,22.5,0.05,0.05,24.0,1,0.15,0.15,21.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,18,8,5,21,35,68,-33,0.85,2
1 Bundesliga,VfL Wolfsburg,2010,56.15,4.679,24.417,0.0,0.0,0.0,0,15.0,7.5,26.0,2,22.05,4.41,23.8,5,19.1,3.82,24.4,5,59.65,5.965,25.1,0.0,0.0,0.0,0,4.15,1.383,25.667,3,9.25,3.083,26.0,3,46.25,11.562,24.0,4,2,15,9,11,14,43,48,-5,1.12,1
1 Bundesliga,Bayer 04 Leverkusen,2011,25.81,4.302,22.167,8.26,2.753,22.333,3,3.55,1.775,23.0,2,0.0,0.0,0.0,0,14.0,14.0,20.0,1,16.06,2.294,21.857,0.0,0.0,0.0,0,1.8,0.9,23.0,2,13.95,4.65,22.0,3,0.31,0.155,20.5,2,0,5,15,9,10,52,44,8,1.59,0
1 Bundesliga,Bayern Munich,2011,52.1,10.42,22.6,30.0,30.0,25.0,1,19.0,9.5,23.5,2,0.0,0.0,0.0,0,3.1,1.55,20.5,2,5.0,5.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.0,5.0,21.0,1,0.0,0.0,0.0,0,0,2,23,4,7,77,22,55,2.15,0
1 Bundesliga,Borussia Dortmund,2011,9.725,3.242,21.333,0.0,0.0,0.0,0,0.225,0.225,22.0,1,9.5,4.75,21.0,2,0.0,0.0,0.0,0,12.14,1.349,24.333,0.0,0.0,0.0,0,0.19,0.095,20.0,2,11.25,2.812,25.25,4,0.7,0.233,26.0,3,0,1,25,6,3,80,25,55,2.38,0
1 Bundesliga,Borussia Mönchengladbach,2011,2.65,0.442,19.667,0.0,0.0,0.0,0,1.0,1.0,19.0,1,1.55,0.388,20.0,4,0.1,0.1,19.0,1,3.83,0.547,23.571,0.4,0.4,25.0,1,0.2,0.1,23.5,2,1.2,1.2,24.0,1,2.03,0.677,23.0,3,0,4,17,9,8,49,24,25,1.76,1
1 Bundesliga,FC Schalke 04,2011,7.3,1.825,23.0,0.0,0.0,0.0,0,3.8,3.8,25.0,1,1.5,1.5,21.0,1,2.0,1.0,23.0,2,34.075,3.408,24.1,30.0,30.0,25.0,1,1.5,0.5,23.333,3,1.575,0.525,23.667,3,1.0,0.333,25.0,3,0,3,20,4,10,74,44,30,1.88,0
1 Bundesliga,VfB Stuttgart,2011,11.1,2.22,26.4,0.0,0.0,0.0,0,2.1,1.05,24.5,2,4.5,2.25,28.0,2,4.5,4.5,27.0,1,18.1,2.586,21.714,8.0,4.0,19.0,2,0.1,0.1,21.0,1,9.5,3.167,21.667,3,0.5,0.5,28.0,1,0,6,15,8,11,63,46,17,1.56,1
1 Bundesliga,1.FC Nuremberg,2011,4.15,0.593,22.429,0.1,0.1,18.0,1,1.4,0.7,23.0,2,0.45,0.225,25.0,2,2.2,1.1,21.5,2,5.5,5.5,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.5,5.5,20.0,1,0.0,0.0,0.0,0,1,10,12,6,16,38,49,-11,1.24,1
1 Bundesliga,1.FSV Mainz 05,2011,10.9,0.991,23.909,0.0,0.0,0.0,0,3.2,1.067,25.333,3,4.8,0.96,23.2,5,2.9,0.967,23.667,3,17.95,4.488,21.0,0.0,0.0,0.0,0,3.9,1.95,22.0,2,0.0,0.0,0.0,0,14.05,7.025,20.0,2,1,13,9,12,13,47,51,-4,1.15,1
1 Bundesliga,FC Augsburg,2011,1.175,0.196,23.5,0.0,0.0,0.0,0,0.6,0.3,22.0,2,0.2,0.1,22.0,2,0.375,0.188,26.5,2,0.26,0.087,28.667,0.0,0.0,0.0,0,0.2,0.2,32.0,1,0.06,0.03,27.0,2,0.0,0.0,0.0,0,1,14,8,14,12,36,49,-13,1.12,2
1 Bundesliga,Hannover 96,2011,4.2,0.84,21.8,0.25,0.25,18.0,1,0.0,0.0,0.0,0,0.45,0.45,25.0,1,3.5,1.167,22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,7,12,12,10,41,45,-4,1.41,1
1 Bundesliga,SC Freiburg,2011,3.5,0.7,24.0,0.0,0.0,0.0,0,0.7,0.35,23.0,2,0.0,0.0,0.0,0,2.8,0.933,24.667,3,15.3,3.825,23.0,0.0,0.0,0.0,0,3.1,1.55,22.0,2,0.2,0.2,22.0,1,12.0,12.0,26.0,1,1,12,10,10,14,45,61,-16,1.18,0
1 Bundesliga,SV Werder Bremen,2011,8.8,1.1,20.75,0.0,0.0,0.0,0,2.3,0.575,20.75,4,6.5,1.625,20.75,4,0.0,0.0,0.0,0,20.25,2.25,24.111,0.1,0.1,21.0,1,12.8,6.4,27.5,2,6.85,2.283,24.667,3,0.5,0.167,22.333,3,1,9,11,9,14,49,58,-9,1.24,1
1 Bundesliga,TSG 1899 Hoffenheim,2011,5.9,0.738,21.0,1.2,1.2,19.0,1,0.1,0.1,20.0,1,2.7,0.9,20.333,3,1.9,0.633,22.667,3,7.5,1.25,23.333,0.0,0.0,0.0,0,0.1,0.1,22.0,1,0.9,0.45,21.0,2,6.5,2.167,25.333,3,1,11,10,11,13,41,47,-6,1.21,2
1 Bundesliga,VfL Wolfsburg,2011,48.8,3.486,23.143,0.0,0.0,0.0,0,21.0,4.2,24.0,5,13.6,2.72,23.2,5,9.2,4.6,21.5,2,12.125,1.347,25.222,0.0,0.0,0.0,0,5.95,1.983,24.667,3,0.475,0.238,20.5,2,5.7,1.425,28.0,4,1,8,13,5,16,47,60,-13,1.29,1
1 Bundesliga,1. FC Köln,2011,5.88,0.98,24.333,0.0,0.0,0.0,0,3.4,1.133,26.0,3,2.0,2.0,23.0,1,0.48,0.24,22.5,2,2.88,0.72,25.0,0.15,0.15,25.0,1,2.53,2.53,31.0,1,0.15,0.15,21.0,1,0.05,0.05,23.0,1,2,17,8,6,20,39,75,-36,0.88,2
1 Bundesliga,1.FC Kaiserslautern,2011,6.63,0.737,22.111,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,1.0,21.0,3,3.63,0.605,22.667,6,4.45,1.483,26.333,0.0,0.0,0.0,0,0.35,0.35,29.0,1,0.1,0.1,26.0,1,4.0,4.0,24.0,1,2,18,4,11,19,24,54,-30,0.68,2
1 Bundesliga,Hamburger SV,2011,13.9,1.986,21.429,0.0,0.0,0.0,0,5.0,1.667,21.333,3,0.6,0.3,21.5,2,8.3,4.15,21.5,2,17.35,2.892,26.5,0.0,0.0,0.0,0,4.25,1.417,29.0,3,0.6,0.6,23.0,1,12.5,6.25,24.5,2,2,15,8,12,14,35,57,-22,1.06,1
1 Bundesliga,Hertha BSC,2011,1.4,0.467,24.333,0.0,0.0,0.0,0,0.1,0.1,23.0,1,1.3,0.65,25.0,2,0.0,0.0,0.0,0,1.0,0.25,26.5,0.0,0.0,0.0,0,0.25,0.25,30.0,1,0.0,0.0,0.0,0,0.75,0.25,25.333,3,2,16,7,10,17,38,64,-26,0.91,2
1 Bundesliga,Bayer 04 Leverkusen,2012,20.9,3.483,20.167,0.0,0.0,0.0,0,13.5,4.5,20.333,3,0.1,0.1,18.0,1,7.3,3.65,21.0,2,14.68,2.097,21.857,0.4,0.4,22.0,1,0.5,0.5,23.0,1,6.98,2.327,22.0,3,6.8,3.4,21.0,2,0,3,19,8,7,65,39,26,1.91,0
1 Bundesliga,Bayern Munich,2012,70.3,14.06,23.0,0.0,0.0,0.0,0,5.5,2.75,23.0,2,40.0,40.0,23.0,1,24.8,12.4,23.0,2,0.5,0.5,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.5,23.0,1,0,1,29,4,1,98,18,80,2.68,0
1 Bundesliga,Borussia Dortmund,2012,26.65,5.33,23.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,21.15,5.288,23.5,4,5.5,5.5,23.0,1,34.0,3.778,23.222,0.0,0.0,0.0,0,0.6,0.3,22.0,2,24.3,6.075,22.0,4,9.1,3.033,25.667,3,0,2,19,9,6,81,42,39,1.94,0
1 Bundesliga,Eintracht Frankfurt,2012,8.15,0.815,25.1,1.5,1.5,21.0,1,3.5,0.7,24.4,5,0.0,0.0,0.0,0,3.15,0.788,27.0,4,3.0,0.75,28.75,0.0,0.0,0.0,0,2.25,1.125,25.5,2,0.3,0.3,32.0,1,0.45,0.45,32.0,1,0,6,14,9,11,49,46,3,1.5,1
1 Bundesliga,FC Schalke 04,2012,6.5,1.625,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.5,0.75,27.5,2,5.0,2.5,26.5,2,6.85,0.623,24.909,0.0,0.0,0.0,0,1.25,0.417,24.0,3,4.5,0.9,25.4,5,1.1,0.367,25.0,3,0,4,16,7,11,58,50,8,1.62,0
1 Bundesliga,SC Freiburg,2012,1.5,0.5,22.333,0.0,0.0,0.0,0,0.5,0.5,21.0,1,0.5,0.5,22.0,1,0.5,0.5,24.0,1,0.2,0.2,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2,0.2,30.0,1,0,5,14,9,11,45,40,5,1.5,1
1 Bundesliga,1.FC Nuremberg,2012,2.7,0.675,21.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.5,0.833,22.0,3,0.2,0.2,21.0,1,7.0,7.0,23.0,0.0,0.0,0.0,0,7.0,7.0,23.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,10,11,11,12,39,47,-8,1.29,2
1 Bundesliga,1.FSV Mainz 05,2012,4.18,1.045,26.25,0.0,0.0,0.0,0,0.08,0.08,28.0,1,2.0,2.0,27.0,1,2.1,1.05,25.0,2,5.95,0.744,24.25,0.0,0.0,0.0,0,0.25,0.125,26.5,2,3.9,1.95,24.5,2,1.8,0.45,23.0,4,1,13,10,12,12,42,44,-2,1.24,1
1 Bundesliga,Borussia Mönchengladbach,2012,33.4,6.68,20.6,0.0,0.0,0.0,0,10.0,10.0,23.0,1,8.5,8.5,19.0,1,14.9,4.967,20.333,3,24.05,2.672,23.556,0.0,0.0,0.0,0,5.8,1.45,24.25,4,17.5,8.75,22.5,2,0.75,0.25,23.333,3,1,8,12,11,11,45,49,-4,1.38,0
1 Bundesliga,Hamburger SV,2012,27.0,5.4,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,19.5,6.5,23.333,3,3.5,3.5,24.0,1,9.6,3.2,26.667,0.0,0.0,0.0,0,0.1,0.1,32.0,1,0.0,0.0,0.0,0,9.5,4.75,24.0,2,1,7,14,6,14,42,53,-11,1.41,2
1 Bundesliga,Hannover 96,2012,9.55,1.194,23.5,0.0,0.0,0.0,0,6.9,1.38,23.2,5,2.05,1.025,25.0,2,0.6,0.6,22.0,1,3.17,0.634,24.6,0.0,0.0,0.0,0,2.6,1.3,24.5,2,0.2,0.2,27.0,1,0.37,0.185,23.5,2,1,9,13,6,15,60,62,-2,1.32,1
1 Bundesliga,SV Werder Bremen,2012,14.73,1.841,23.625,0.2,0.2,24.0,1,6.58,2.193,23.667,3,0.45,0.45,21.0,1,7.5,2.5,24.333,3,13.1,3.275,24.0,0.0,0.0,0.0,0,4.8,4.8,29.0,1,8.05,4.025,21.5,2,0.25,0.25,24.0,1,1,14,8,10,16,50,66,-16,1.0,1
1 Bundesliga,VfB Stuttgart,2012,2.4,0.6,23.75,0.0,0.0,0.0,0,0.6,0.3,26.0,2,1.5,1.5,22.0,1,0.3,0.3,21.0,1,9.7,2.425,25.5,0.0,0.0,0.0,0,2.0,2.0,31.0,1,2.2,1.1,24.0,2,5.5,5.5,23.0,1,1,12,12,7,15,37,55,-18,1.26,2
1 Bundesliga,VfL Wolfsburg,2012,27.1,3.871,24.286,0.0,0.0,0.0,0,10.3,3.433,27.0,3,9.8,3.267,22.0,3,7.0,7.0,23.0,1,21.85,1.285,23.765,0.0,0.0,0.0,0,1.3,0.217,25.667,6,0.15,0.075,21.0,2,16.3,2.329,23.143,7,1,11,10,13,11,47,52,-5,1.26,0
1 Bundesliga,FC Augsburg,2012,2.85,0.317,23.556,0.0,0.0,0.0,0,0.85,0.425,23.0,2,1.1,0.367,24.333,3,0.9,0.225,23.25,4,0.15,0.15,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.15,0.15,27.0,1,0.0,0.0,0.0,0,2,15,8,9,17,33,51,-18,0.97,1
1 Bundesliga,Fortuna Düsseldorf,2012,3.05,0.339,24.222,0.45,0.225,22.0,2,1.15,0.383,23.333,3,0.0,0.0,0.0,0,1.45,0.362,26.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,17,7,9,18,39,57,-18,0.88,2
1 Bundesliga,SpVgg Greuther Fürth,2012,3.85,0.385,23.3,0.0,0.0,0.0,0,0.2,0.1,20.5,2,1.0,0.333,21.333,3,2.65,0.53,25.6,5,2.34,0.585,26.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.34,0.585,26.5,4,2,18,4,9,21,26,60,-34,0.62,2
1 Bundesliga,TSG 1899 Hoffenheim,2012,26.3,2.023,23.385,0.4,0.4,31.0,1,5.0,1.667,25.333,3,7.0,2.333,21.667,3,13.9,2.317,22.0,6,20.25,2.25,23.0,0.0,0.0,0.0,0,3.0,1.0,24.667,3,10.7,3.567,22.333,3,6.55,2.183,22.0,3,2,16,8,7,19,42,67,-25,0.91,1
